Make,Variant,"Length 
(ft)",Geographic Region,Country/Region/State ,Listing Price (USD),Year,Beam (m),Draft (m),Rigging,Displacement (kg),Sail Area (m²),Hull Materials,Sleeping Capacity,Headroom (m),Fuel Capacity (L),Water Capacity (L),Standard Engine Power (hp),LOA (m),Waterline Length (m),Fuel Type,Holding Tank Capacity (L),Keel Type,latitude,longitude, Climate Type,Country Code,2020_ave,2020_tol
Lagoon,440,44.6,Europe,Spain,339729,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,440,44.6,Europe,Spain,309506,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,440,44.6,Europe,Greece,297676,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,440,44.6,Europe,Greece,297369,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,440,44.6,USA,Florida,349000,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,440,44.6,USA,Maryland,310000,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Lagoon,440,44.6,USA,Florida,294000,2007,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Nautitech,47,47.0,Europe,Greece,394469,2007,7.54,1.2,None,11800.0,123.0,Fiberglass,10,2.05,700.0,600.0,2 x 55,14.5,13.8,Diesel,120,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,salina48,47.0,Europe,Turkey,345919,2007,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Privilege,495,47.0,USA,Massachusetts,429900,2007,8.5,1.5,None,17000.0,157.0,Fiberglass,6-8,2.0,1000.0,800.0,2 x 75,15.0,14.6,Diesel,90,Fixed keel,42.3788774,-72.032366, Dfa,USA,63530.63348390901,21060473613000.0
Lagoon,420,49.0,USA,Florida,435000,2007,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Catana,50,50.0,Europe,France,703279,2007,7.93,1.4,None,16000.0,167.0,Fiberglass,8-12,2.05,720.0,870.0,2 x 75,15.16,14.63,Diesel,200,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,500,51.0,Europe,Spain,594150,2007,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,500,51.0,Europe,Italy,497146,2007,8.53,1.3,None,17000.0,160.0,Fiberglass,12,2.05,1000.0,960.0,2 x 75,15.54,15.0,Diesel,300,None,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,570,56.0,Europe,France,705237,2007,9.15,1.4,None,22500.0,169.0,Fiberglass,8-14,2.05,1200.0,960.0,2 x 110,17.06,16.75,Diesel,4 x 80,None,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Seawind,1160,38.0,Caribbean,Mexico,350000,2008,7.98,1.25,None,10500.0,116.0,Fiberglass,8-12,2.06,480.0,700.0,2 x 40,11.6,10.9,Diesel,2 x 100,None,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Lagoon,380s2,38.0,Europe,Italy,236926,2008,6.53,1.15,None,7260.0,77.0,Fiberglass,8,2.01,200.0,300.0,None,11.55,11.0,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,380,38.0,Europe,Italy,236447,2008,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,380,38.0,USA,Florida,229000,2008,6.53,1.15,Fractional sloop,6970.0,77.0,Polyester,8.0,1.95,200.0,300.0,2x29,11.55,10.89,Diesel,80,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Broadblue,385,38.7,Europe,Greece,202496,2008,6.86,1.15,None,8500.0,95.0,Fiberglass,8,1.98,400.0,600.0,None,11.99,11.6,Diesel,100,Skeg hung rudder,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Broadblue,385,38.7,Europe,Greece,200071,2008,6.86,1.15,None,8500.0,95.0,Fiberglass,8,1.98,400.0,600.0,None,11.99,11.6,Diesel,100,Skeg hung rudder,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Broadblue,385,38.7,Europe,Greece,193332,2008,6.86,1.15,None,8500.0,95.0,Fiberglass,8,1.98,400.0,600.0,None,11.99,11.6,Diesel,100,Skeg hung rudder,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,40.2,39.0,Caribbean,Martinique,216047,2008,6.91,1.35,None,7000.0,80.0,Fiberglass,6-8,1.95,400.0,600.0,2 x 20,12.19,11.89,Diesel,200,Semi-elliptic,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lavezzi40,39.0,Caribbean,Cayman Islands,186733,2008,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,19.70318225,-79.91746272, Aw,CYM,83329.45877446454,5608989199.567983
Leopard,40,39.0,Europe,France,273094,2008,6.23,1.22,Staysail ketch,10300.0,99.0,Fiberglass,6.0,1.96,360.0,780.0,2x30,12.22,11.36,Diesel,210,Bulb fin keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Alliaura,feeling39di,39.0,Europe,France,218645,2008,3.61,2.05,None,7500.0,70.3,Fiberglass,6,2.0,140.0,340.0,55,11.95,10.8,Diesel,140,Centerboard,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lavezzi40,39.0,Europe,France,194562,2008,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lavezzi40,39.0,Europe,France,194401,2008,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,lavezzi40,39.0,Europe,Greece,188278,2008,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,lavezzi40,39.0,Europe,Greece,187945,2008,6.72,1.1,7/8 fractional rig,7200.0,81.0,Polyester,8.0,1.95,280.0,600.0,2x30,11.9,11.5,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Nautitech,40,39.5,Europe,Croatia,191772,2008,6.91,1.2,Fractional sloop,7500.0,86.0,Fiberglass,8.0,1.95,440.0,220.0,2x20,11.98,11.25,Diesel,None,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,420,41.0,Caribbean,Guatemala,380000,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Lagoon,420,41.0,Caribbean,Martinique,338028,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Caribbean,Martinique,337640,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Caribbean,Cayman Islands,310061,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,19.70318225,-79.91746272, Aw,CYM,83329.45877446454,5608989199.567983
Lagoon,420,41.0,Caribbean,British Virgin Islands,309739,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,420,41.0,Caribbean,Cayman Islands,309705,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,19.70318225,-79.91746272, Aw,CYM,83329.45877446454,5608989199.567983
Lagoon,420,41.0,Caribbean,British Virgin Islands,309079,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Lagoon,420,41.0,Caribbean,Cayman Islands,297902,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,19.70318225,-79.91746272, Aw,CYM,83329.45877446454,5608989199.567983
Lagoon,420,41.0,Caribbean,Cayman Islands,297560,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,19.70318225,-79.91746272, Aw,CYM,83329.45877446454,5608989199.567983
Lagoon,420,41.0,Europe,Greece,358335,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,420,41.0,Europe,Greece,358056,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,420,41.0,Europe,France,338900,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Europe,France,338636,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Europe,France,338028,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Europe,France,337640,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,420,41.0,Europe,Spain,327968,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,420,41.0,Europe,Spain,327712,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,420,41.0,Europe,Greece,303982,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,420,41.0,Europe,Greece,303633,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,420,41.0,USA,Florida,396000,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,420,41.0,USA,Maryland,389900,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Lagoon,420,41.0,USA,Florida,375000,2008,7.5,1.2,None,12152.0,110.0,Fiberglass,8,2.05,600.0,780.0,2 x 40,12.61,12.54,Diesel,300,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Lagoon,440,42.0,Europe,Italy,303982,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,440,42.0,Europe,Italy,297902,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Manta,42mkiv,42.0,USA,Florida,270000,2008,6.71,1.3,None,11884.0,98.0,Fiberglass,6,2.03,600.0,550.0,2 x 30,12.67,11.78,Diesel,45,None,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Manta,42mkiv,42.0,USA,Florida,270000,2008,6.71,1.3,None,11884.0,98.0,Fiberglass,6,2.03,600.0,550.0,2 x 30,12.67,11.78,Diesel,45,None,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Fountaine Pajot,orana44,43.0,Caribbean,Saint-Martin,390827,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,18.0814066,-63.0467131, Am,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,orana44,43.0,Caribbean,Guatemala,339000,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,15.5855545,-90.345759, Am,GTM,4604.576678978645,77625486978.25609
Fountaine Pajot,orana44,43.0,Caribbean,Martinique,309860,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,orana44,43.0,Caribbean,Martinique,309506,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,orana44,43.0,Europe,France,338636,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Fountaine Pajot,orana44,43.0,Europe,Greece,328300,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,orana44,43.0,Europe,Greece,328300,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,orana44,43.0,Europe,Greece,327968,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,orana44,43.0,Europe,Turkey,285231,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Fountaine Pajot,orana44,43.0,Europe,Turkey,261424,2008,7.35,1.2,None,11000.0,98.0,Fiberglass,8,2.05,600.0,750.0,2 x 40,13.1,12.9,Diesel,80,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Nautitech,44,44.0,Europe,Greece,312493,2008,6.81,1.2,None,9350.0,103.0,Fiberglass,8-10,2.06,600.0,600.0,2 x 29,13.47,13.08,Diesel,2 x 120,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Lagoon,440,44.6,Caribbean,Guadeloupe,400537,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Caribbean,Guadeloupe,363194,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Caribbean,Guadeloupe,362911,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,16.2528827,-61.5686855, Am,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Caribbean,Dominican Republic,325000,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,19.0974031,-70.3028026, Am,DOM,7167.919159083272,78844702329.07854
Lagoon,440,44.6,Caribbean,Mexico,303674,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Lagoon,440,44.6,Caribbean,Mexico,303437,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,23.6585116,-102.0077097, BWh/BSh,MEX,8655.000682068028,1090515389749.4136
Lagoon,440,44.6,Europe,Spain,431327,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,440,44.6,Europe,Spain,430881,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.3260685,-4.8379791, Csa,ESP,26959.67543673264,1276962685648.2524
Lagoon,440,44.6,Europe,Italy,388400,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,440,44.6,Europe,Turkey,388400,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,440,44.6,Europe,Italy,388400,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Lagoon,440,44.6,Europe,France,376652,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Europe,France,376262,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,46.603354,1.8883335, Cfb,FRA,39055.2829280754,2639008701648.2563
Lagoon,440,44.6,Europe,Turkey,346276,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,440,44.6,Europe,Turkey,345919,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,440,44.6,Europe,Turkey,334126,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,440,44.6,Europe,Turkey,333781,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,38.9597594,34.9249653, Csa/Dfa,TUR,8561.070947819871,720289368333.1906
Lagoon,440,44.6,Europe,Croatia,313471,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,440,44.6,Europe,Croatia,313147,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,45.3658443,15.6575209, Csa,HRV,14198.75395947438,57472012426.68527
Lagoon,440,44.6,USA,Maryland,359000,2008,7.7,1.3,7/8 fractional rig,12000.0,125.0,Polyester,10.0,1.98,700.0,900.0,2x40,13.61,12.76,Diesel,300,Fixed keel,39.5162401,-76.9382069, Cfa,USA,63530.63348390901,21060473613000.0
Leopard,46,46.0,Caribbean,Martinique,299000,2008,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Leopard,46,46.0,USA,Florida,449000,2008,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Leopard,46,46.0,USA,Florida,385000,2008,7.25,1.52,None,14400.0,156.0,Fiberglass,6-12,1.98,700.0,780.0,2 x 55,14.02,13.61,Diesel,370,Fixed keel,27.7567667,-81.4639835, Af/Am,USA,63530.63348390901,21060473613000.0
Privilege,495,47.0,Caribbean,Martinique,449893,2008,8.5,1.5,None,17000.0,157.0,Fiberglass,6-8,2.0,1000.0,800.0,2 x 75,15.0,14.6,Diesel,90,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Privilege,495,47.0,Caribbean,Martinique,449602,2008,8.5,1.5,None,17000.0,157.0,Fiberglass,6-8,2.0,1000.0,800.0,2 x 75,15.0,14.6,Diesel,90,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Privilege,495,47.0,Caribbean,Martinique,386665,2008,8.5,1.5,None,17000.0,157.0,Fiberglass,6-8,2.0,1000.0,800.0,2 x 75,15.0,14.6,Diesel,90,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Privilege,495,47.0,Caribbean,Martinique,386414,2008,8.5,1.5,None,17000.0,157.0,Fiberglass,6-8,2.0,1000.0,800.0,2 x 75,15.0,14.6,Diesel,90,Fixed keel,14.6367927,-61.01582685, Af,FRA,39055.2829280754,2639008701648.2563
Leopard,47,47.0,Caribbean,British Virgin Islands,115000,2008,7.57,1.35,None,15000.0,168.0,Fiberglass,6,2.04,700.0,1000.0,2 x 54,14.33,13.11,Diesel,211,Fixed keel,18.4024395,-64.5661642, Am,GBR,40318.55756604926,2704609160088.1504
Fountaine Pajot,salina48,47.0,Europe,Greece,503706,2008,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,salina48,47.0,Europe,Italy,418744,2008,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,42.6384261,12.674297, Csa,ITA,31911.035789001668,1896755301518.1367
Fountaine Pajot,salina48,47.0,Europe,Greece,376556,2008,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,salina48,47.0,Europe,Greece,376262,2008,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
Fountaine Pajot,salina48,47.0,Europe,Greece,346188,2008,7.7,1.1,None,12000.0,130.0,Fiberglass,10,2.05,480.0,700.0,2 x 40,14.3,13.2,Diesel,80,Fixed keel,38.9953683,21.9877132, Csa,GRC,17658.947301119217,188925995936.8068
